site_name,api_number,operator,county,state,latitude,longitude,job_codes,well_type,status,source
Ross 40 #8,42461381860000,Apache Corporation,Upton,Texas,31.525883,-102.05678,,,,FracFocus
Txl South Unit 5809,42135427170000,Apache Corporation,Ector,Texas,31.8188,-102.69419,,,,FracFocus
Sugg 5554 H11U,42235354880000,Apache Corporation,Irion,Texas,31.257106,-101.128023,,,,FracFocus
Barrow Augusta 2306R,42135428180000,Apache Corporation,Ector,Texas,31.980833,-102.39028,,,,FracFocus
Noll Rm 9,42227376750000,Apache Corporation,Howard,Texas,32.506089,-101.35821,,,,FracFocus
Bivins-LIT 1101,42359303850000,Apache Corporation,Oldham,Texas,35.526349,-102.195683,,,,FracFocus
Eastland 15 1,42227377080000,Apache Corporation,Howard,Texas,32.4549,-101.40916,,,,FracFocus
Bivins-LIT 1157,42359303740000,Apache Corporation,Oldham,Texas,35.540292,-102.23478,,,,FracFocus
SRH North #1626HU,42383383210000,Apache Corporation,Reagan,Texas,31.48079,-101.46477,,,,FracFocus
Seth Campbell #75,42495335300000,Apache Corporation,Winkler,Texas,31.875625,-103.045928,,,,FracFocus
King 27 #3H,42103362630000,Apache Corporation,Crane,Texas,31.408871,-102.40598,,,,FracFocus
Txl South Unit 5922,42135427220000,Apache Corporation,Ector,Texas,31.81436,-102.6898,,,,FracFocus
Bartz 19B 2419H,42483337920000,Apache Corporation,Wheeler,Texas,35.473,-100.174,,,,FracFocus
Scott Sugg 3332 H11U,42235355030000,Apache Corporation,Irion,Texas,31.25557,-101.093347,,,,FracFocus
ED Books 1 #17,42173361690000,Apache Corporation,Glasscock,Texas,31.875617,-101.487806,,,,FracFocus
Roberts Unit 3627,42501320760000,Apache Corporation,Yoakum,Texas,33.01871,-102.89612,,,,FracFocus
Txl North Unit 865,42135376400000,Apache Corporation,Ector,Texas,31.87042,-102.71293,,,,FracFocus
Noll Rm 10,42227376760000,Apache Corporation,Howard,Texas,32.512744,-101.35409,,,,FracFocus
McElroy Ranch CO D #2A,42461389800000,Apache Corporation,Upton,Texas,31.414562,-102.144359,,,,FracFocus
Power Bar 30-31 #2H,42003455230000,Apache Corporation,Andrews,Texas,32.1021,-102.8131,,,,FracFocus
Adams H.G. 138 #4H,42357333300000,Apache Corporation,Ochiltree,Texas,36.099455,-100.70362,,,,FracFocus
SRH 13 #1317,42383379670000,Apache Corporation,Reagan,Texas,31.469326,-101.46696,,,,FracFocus
University Block 57 #3H,42413328900000,Apache Corporation,Schleicher,Texas,30.9121,-100.8658,,,,FracFocus
Barrow Augusta 2701,42135426970000,Apache Corporation,Ector,Texas,31.96679,-102.40726,,,,FracFocus
Gunn Frances B 37,42227376980000,Apache Corporation,Howard,Texas,32.50809,-101.34516,,,,FracFocus
Scott Sugg 3332 H13M,42235355050000,Apache Corporation,Irion,Texas,31.255568,-101.093155,,,,FracFocus
Stiles 68 3168H,42483337940000,Apache Corporation,Wheeler,Texas,35.430486,-100.042053,,,,FracFocus
Adams H.G. 138 #5H,42357333250000,Apache Corporation,Ochiltree,Texas,36.099405,-100.698788,,,,FracFocus
SAU 5 #2F,42383378470000,Apache Corporation,Reagan,Texas,31.470952,-101.639861,,,,FracFocus
SAU 12 #4C,42383385390000,Apache Corporation,Reagan,Texas,31.449704,-101.66352,,,,FracFocus
Bluegill 42 #2,42173361530000,Apache Corporation,Glasscock,Texas,31.750628,-101.63094,,,,FracFocus
State McIntyre #3,42371390910000,Apache Corporation,Pecos,Texas,31.125847,-103.16161,,,,FracFocus
University Penn 7 #1H,42103362370000,Apache Corporation,Crane,Texas,31.489095,-102.520964,,,,FracFocus
Stasny-Porterfield 1H,42041322070000,Apache Corporation,Brazos,Texas,30.626544,-96.442278,,,,FracFocus
Stasny-Porterfield 2H,42041322160000,Apache Corporation,Brazos,Texas,30.626508,-96.442328,,,,FracFocus
Txl South Unit 5923,42135427230000,Apache Corporation,Ector,Texas,31.81247,-102.68968,,,,FracFocus
Ballenger 2905H,42173361640000,Apache Corporation,Glasscock,Texas,31.942707,-101.476312,,,,FracFocus
Gunn Frances B 38,42227376990000,Apache Corporation,Howard,Texas,32.508656,-101.34601,,,,FracFocus
Three Bar Shallow Unit 121H,42003457390000,Apache Corporation,Andrews,Texas,32.13238,-102.79793,,,,FracFocus
Txl South Unit 5811,42135427200000,Apache Corporation,Ector,Texas,31.81522,-102.69397,,,,FracFocus
Gunn Frances B 39,42227377000000,Apache Corporation,Howard,Texas,32.51223,-101.35174,,,,FracFocus
Seth Campbell 84,42495335350000,Apache Corporation,Winkler,Texas,31.876479,-103.056733,,,,FracFocus
Scott Sugg 3332 H23M,42235355040000,Apache Corporation,Irion,Texas,31.256191,-101.088891,,,,FracFocus
Scott Sugg 3332 H41U,42235355090000,Apache Corporation,Irion,Texas,31.255944,-101.085744,,,,FracFocus
Frysak #3,42173359370000,Apache Corporation,Glasscock,Texas,31.695241,-101.54317,,,,FracFocus
Pickhardt 68 #1H,42211352560000,Apache Corporation,Hemphill,Texas,35.807733,-100.012372,,,,FracFocus
Little #3,42383383850000,Apache Corporation,Reagan,Texas,31.638528,-101.54897,,,,FracFocus
Sealy Smith A 93H,42495335160000,Apache Corporation,Winkler,Texas,31.71213,-102.91203,,,,FracFocus
Txl South Unit 5810,42135427190000,Apache Corporation,Ector,Texas,31.81214,-102.69399,,,,FracFocus
Dorado 18 #15,42173360700000,Apache Corporation,Glasscock,Texas,31.823791,-101.554442,,,,FracFocus
Roberts Unit 3525,42501320720000,Apache Corporation,Yoakum,Texas,33.01154,-102.91344,,,,FracFocus
Ola Parker State 6 #1H,42003456440000,Apache Corporation,Andrews,Texas,32.23441,-102.8193,,,,FracFocus
Edwards 3 #2H,42173361630000,Apache Corporation,Glasscock,Texas,31.993294,-101.45791,,,,FracFocus
Cecil #802,42173361750000,Apache Corporation,Glasscock,Texas,32.071975,-101.61964,,,,FracFocus
Scott Sugg 3332 H43M,42235355100000,Apache Corporation,Irion,Texas,31.256066,-101.082426,,,,FracFocus
Augusta Barrow #2308,42135425410000,Apache Corporation,Ector,Texas,31.974329,-102.38817,,,,FracFocus
Stiles 4C 19-4H,42483337890000,Apache Corporation,Wheeler,Texas,35.445366,-100.067017,,,,FracFocus
Stiles 4D 20-4H,42483337900000,Apache Corporation,Wheeler,Texas,35.445354,-100.066697,,,,FracFocus
TXL South Unit 5723D,42135427180000,Apache Corporation,Ector,Texas,31.82601,-102.68825,,,,FracFocus
Augusta Barrow #2305,42135425380000,Apache Corporation,Ector,Texas,31.984038,-102.39132,,,,FracFocus
Ballenger 3212H,42173361550000,Apache Corporation,Glasscock,Texas,31.925662,-101.45767,,,,FracFocus
Hoover 216 #6H,42357332830000,Apache Corporation,Ochiltree,Texas,36.099281,-100.718147,,,,FracFocus
Frances Gunn #30,42227377330000,Apache Corporation,Howard,Texas,32.489618,-101.351778,,,,FracFocus
Boles 5-19H,42483338080000,Apache Corporation,Wheeler,Texas,35.47303,-100.210602,,,,FracFocus
Edwards 3 #3H,42173361660000,Apache Corporation,Glasscock,Texas,31.994133,-101.45377,,,,FracFocus
Roberts Unit 4546,42501363260000,Apache Corporation,Yoakum,Texas,33.00432,-102.91974,,,,FracFocus
McElroy Ranch 129#2A,42461389570000,Apache Corporation,Upton,Texas,31.422418,-102.169583,,,,FracFocus
Hoover 215A #4H,42357333280000,Apache Corporation,Ochiltree,Texas,36.099511,-100.703628,,,,FracFocus
North McElroy Unit #3713,42461312560000,Apache Corporation,Upton,Texas,31.47359,-102.31372,,,,FracFocus
Roberts Unit 4547,42501363270000,Apache Corporation,Yoakum,Texas,33.00043,-102.9054,,,,FracFocus
Seth Campbell #78,42495335330000,Apache Corporation,Winkler,Texas,31.876996,-103.075221,,,,FracFocus
Scott Sugg 3332 H61U,42235355130000,Apache Corporation,Irion,Texas,31.256873,-101.080418,,,,FracFocus
Hoover 215A #6H,42357332910000,Apache Corporation,Ochiltree,Texas,36.099561,-100.707756,,,,FracFocus
Hoover 215B #5H,42357333260000,Apache Corporation,Ochiltree,Texas,36.099489,-100.698789,,,,FracFocus
Txl South Unit 7111,42135427280000,Apache Corporation,Ector,Texas,31.808394,-102.68724,,,,FracFocus
Mekeel B 214 6H,42357333470000,Apache Corporation,Ochiltree,Texas,36.101144,-100.688731,,,,FracFocus
Francis Gunn B#40,42227377050000,Apache Corporation,Howard,Texas,32.512584,-101.347029,,,,FracFocus
Nichols 2211H,42173361650000,Apache Corporation,Glasscock,Texas,31.931229,-101.53649,,,,FracFocus
Robin 8 101H,42389339670000,Apache Corporation,Reeves,Texas,31.699228,-103.653997,,,,FracFocus
Roberts Unit 5425,42501305760000,Apache Corporation,Yoakum,Texas,32.98973,-102.93057,,,,FracFocus
Frances Gunn B-42 H,42227377070000,Apache Corporation,Howard,Texas,32.513475,-101.349422,,,,FracFocus
Three Bar Shallow Unit #123H,42003457690000,Apache Corporation,Andrews,Texas,32.1519,-102.8029,,,,FracFocus
Griffin 23 #3,42227376630000,Apache Corporation,Howard,Texas,32.456065,-101.34226,,,,FracFocus
Scott Sugg 3332 H53M,42235355120000,Apache Corporation,Irion,Texas,31.257038,-101.080416,,,,FracFocus
Txl South Unit 7008,42135427270000,Apache Corporation,Ector,Texas,31.80706,-102.69167,,,,FracFocus
Gracie Vail 77 #2H,42211352800000,Apache Corporation,Hemphill,Texas,35.808895,-100.1576,,,,FracFocus
SAU 12 #4D (correct API),42383385590000,Apache Corporation,Reagan,Texas,31.453087,-101.664593,,,,FracFocus
McCullough-Wineman EF 2H,42041322180000,Apache Corporation,Brazos,Texas,30.646313,-96.203586,,,,FracFocus
Flanigan B-9,42165359670000,Apache Corporation,Gaines,Texas,32.55731,-102.703674,,,,FracFocus
SAU 12 #2C,42383385480000,Apache Corporation,Reagan,Texas,31.452057,-101.668985,,,,FracFocus
Smith 113 SE#4,42461389080000,Apache Corporation,Upton,Texas,31.457026,-102.140642,,,,FracFocus
Carmichael 1503H,42003458530000,Apache Corporation,Andrews,Texas,32.2038,-102.7999,,,,FracFocus
Greatwhite 44 #1H,42173360460000,Apache Corporation,Glasscock,Texas,31.900549,-101.46384,,,,FracFocus
Scott Sugg 2726 H81U,42235353830000,Apache Corporation,Irion,Texas,31.253802,-101.063059,,,,FracFocus
Frances Gunn B#35,42227377300000,Apache Corporation,Howard,Texas,32.503598,-101.350109,,,,FracFocus
Stiles 18 2618H,42483338060000,Apache Corporation,Wheeler,Texas,35.460661,-100.041781,,,,FracFocus
Txl South Unit 7304,42135427290000,Apache Corporation,Ector,Texas,31.805468,-102.6819,,,,FracFocus
Seth Campbell #80,42495335320000,Apache Corporation,Winkler,Texas,31.878144,-103.071489,,,,FracFocus
Miller 36-3HM,42461389630000,Apache Corporation,Upton,Texas,31.583007,-101.920143,,,,FracFocus
Griffin 23 #4,42227377780000,Apache Corporation,Howard,Texas,32.463785,-101.331996,,,,FracFocus
George D Hogg #7H,42495335370000,Apache Corporation,Winkler,Texas,31.7581,-102.9611,,,,FracFocus
Bartz 19 2919H,42483338040000,Apache Corporation,Wheeler,Texas,35.47235,-100.038172,,,,FracFocus
Bartz 19 3019H,42483338050000,Apache Corporation,Wheeler,Texas,35.472403,-100.038172,,,,FracFocus
Bartz 19C #22-19H,42483337990000,Apache Corporation,Wheeler,Texas,35.459817,-100.031611,,,,FracFocus
Scott Sugg 2726 H61U,42235353780000,Apache Corporation,Irion,Texas,31.253703,-101.066415,,,,FracFocus
Miller 36-4HU,42461391030000,Apache Corporation,Upton,Texas,31.582864,-101.920763,,,,FracFocus
Amberjack 39 #6,42173361280000,Apache Corporation,Glasscock,Texas,32.027996,-101.45562,,,,FracFocus
Knox Pipkin 2805H,42357333380000,Apache Corporation,Ochiltree,Texas,36.112214,-100.992286,,,,FracFocus
Ross RL 116 #4A,42461389810000,Apache Corporation,Upton,Texas,31.270942,-102.09313,,,,FracFocus
Buzzard 23 #1,42301320310000,Apache Corporation,Loving,Texas,31.7637,-103.66041,,,,FracFocus
Txl South Unit 7515,42135427300000,Apache Corporation,Ector,Texas,31.811315,-102.67512,,,,FracFocus
Mackerel 2 #1,42173362410000,Apache Corporation,Glasscock,Texas,31.975119,-101.38317,,,,FracFocus
Ballenger #3111,42173362430000,Apache Corporation,Glasscock,Texas,31.919116,-101.487044,,,,FracFocus
Knox Pipkin 2806H,42357333390000,Apache Corporation,Ochiltree,Texas,36.112214,-100.992353,,,,FracFocus
Bartz 19-28-19H,42483338120000,Apache Corporation,Wheeler,Texas,35.46,-100.032,,,,FracFocus
Heidi 37 #7,42173360420000,Apache Corporation,Glasscock,Texas,31.792239,-101.464953,,,,FracFocus
Nichols #2307,42173362420000,Apache Corporation,Glasscock,Texas,31.944437,-101.51611,,,,FracFocus
Armadillo 18 #2H,42371391180000,Apache Corporation,Pecos,Texas,30.89799,-103.4089,,,,FracFocus
Seth Campbell #81,42495335340000,Apache Corporation,Winkler,Texas,31.879786,-103.06717,,,,FracFocus
Ballenger 3110H,42173357420000,Apache Corporation,Glasscock,Texas,31.915484,-101.47191,,,,FracFocus
Frances Gunn B #36,42227377310000,Apache Corporation,Howard,Texas,32.505461,-101.34707,,,,FracFocus
Stiles 3 #30-3H,42483338090000,Apache Corporation,Wheeler,Texas,35.459667,-100.049342,,,,FracFocus
Margaret Hodgson E 33 5H,42211352760000,Apache Corporation,Hemphill,Texas,36.012581,-100.105589,,,,FracFocus
Scott Sugg 2726 H73M,42235353820000,Apache Corporation,Irion,Texas,31.253903,-101.0639,,,,FracFocus
Scott Sugg 2726 H53M,42235353770000,Apache Corporation,Irion,Texas,31.253157,-101.068974,,,,FracFocus
ZPZ Fee 601H,42461389390000,Apache Corporation,Upton,Texas,31.191296,-102.079816,,,,FracFocus
Chaparral 89 #103H,42301320330000,Apache Corporation,Loving,Texas,31.7379,-103.6671,,,,FracFocus
SAU 5 #2H,42383385710000,Apache Corporation,Reagan,Texas,31.46844,-101.638796,,,,FracFocus
Txl South Unit 7604D,42135427310000,Apache Corporation,Ector,Texas,31.812889,-102.67076,,,,FracFocus
SAU 43 #2E,42383385690000,Apache Corporation,Reagan,Texas,31.485979,-101.656961,,,,FracFocus
Augusta Barrow #2309,42135425970000,Apache Corporation,Ector,Texas,31.985915,-102.38809,,,,FracFocus
Bivins East 4101H,42375318020000,Apache Corporation,Potter,Texas,35.510062,-102.045089,,,,FracFocus
Trident 21 #1,42173348550000,Apache Corporation,Glasscock,Texas,31.930537,-101.55707,,,,FracFocus
Hammerhead 33 #7H,42173359580000,Apache Corporation,Glasscock,Texas,31.920051,-101.44862,,,,FracFocus
Anderson 13 #4,42227377870000,Apache Corporation,Howard,Texas,32.4139,-101.37754,,,,FracFocus
SRH North 1332HM,42383384810000,Apache Corporation,Reagan,Texas,31.464539,-101.443016,,,,FracFocus
Txl South Unit 6004,42135427240000,Apache Corporation,Ector,Texas,31.827103,-102.68537,,,,FracFocus
Prometheus 28 #1H,42169341480000,Apache Corporation,Garza,Texas,32.9899,-101.19603,,,,FracFocus
Augusta Barrow #2310,42135425980000,Apache Corporation,Ector,Texas,31.982921,-102.383089,,,,FracFocus
Scott Sugg 2726 H41U,42235353740000,Apache Corporation,Irion,Texas,31.253407,-101.0719,,,,FracFocus
Ash 325 #1H,42295340820000,Apache Corporation,Lipscomb,Texas,36.144122,-100.508589,,,,FracFocus
Connie 34 #1,42173362390000,Apache Corporation,Glasscock,Texas,31.93389,-101.43174,,,,FracFocus
SRH North 1331HU,42383384820000,Apache Corporation,Reagan,Texas,31.464509,-101.47635,,,,FracFocus
Griffin 23 #5,42227377790000,Apache Corporation,Howard,Texas,32.460565,-101.332119,,,,FracFocus
Moore R 2 1H,42483338140000,Apache Corporation,Wheeler,Texas,35.41655,-100.166847,,,,FracFocus
Key Ranch 34 #1,42033323160000,Apache Corporation,Borden,Texas,32.793099,-101.37442,,,,FracFocus
TXL South Unit 5215,42135429840000,Apache Corporation,Ector,Texas,31.818849,-102.70651,,,,FracFocus
Gruhlkey 100 #2H,42211352670000,Apache Corporation,Hemphill,Texas,35.823453,-100.042058,,,,FracFocus
Weatherby 1232 11HM,42383384470000,Apache Corporation,Reagan,Texas,31.331106,-101.61815,,,,FracFocus
Frances Gunn #31,42227377340000,Apache Corporation,Howard,Texas,32.487527,-101.347661,,,,FracFocus
Lynda Neal 2805H,42173362990000,Apache Corporation,Glasscock,Texas,31.94702,-101.45572,,,,FracFocus
Scott Sugg 2726 H33M,42235353720000,Apache Corporation,Irion,Texas,31.25258,-101.072574,,,,FracFocus
Chaparral 89 203H,42301319990000,Apache Corporation,Loving,Texas,31.7491,-103.6541,,,,FracFocus
Weatherby 1232 12HU,42383384460000,Apache Corporation,Reagan,Texas,31.155942,-101.61816,,,,FracFocus
Ramp 27 9H,42211352420000,Apache Corporation,Hemphill,Texas,35.765,-100.131,,,,FracFocus
George D Hogg #8H,42495335380000,Apache Corporation,Winkler,Texas,31.7591,-102.9571,,,,FracFocus
Lumberjack 32 #2,42173362140000,Apache Corporation,Glasscock,Texas,31.705375,-101.38813,,,,FracFocus
Carmichael #1504H,42003458550000,Apache Corporation,Andrews,Texas,32.223331,-102.79915,,,,FracFocus
Heidi 37 #6,42173360410000,Apache Corporation,Glasscock,Texas,31.79537,-101.456503,,,,FracFocus
Buchanan 10 #4,42227377830000,Apache Corporation,Howard,Texas,32.484772,-101.384116,,,,FracFocus
Txl South Unit 3506,42135429880000,Apache Corporation,Ector,Texas,31.827837,-102.70945,,,,FracFocus
Buchanan 10 #3,42227377820000,Apache Corporation,Howard,Texas,32.480067,-101.38269,,,,FracFocus
Fee 37-7H,42211352840000,Apache Corporation,Hemphill,Texas,35.997756,-100.173828,,,,FracFocus
Weatherby 1232 9HM,42383384260000,Apache Corporation,Reagan,Texas,31.331444,-101.620926,,,,FracFocus
Scott Sugg 2726 H21U,42235353730000,Apache Corporation,Irion,Texas,31.252038,-101.076101,,,,FracFocus
Griffin Ranch 22 #5,42227377760000,Apache Corporation,Howard,Texas,32.47831,-101.3421,,,,FracFocus
Wheat 678 #5H,42295340020000,Apache Corporation,Lipscomb,Texas,36.260603,-100.490539,,,,FracFocus
Ramp  26-8H,42211351920000,Apache Corporation,Hemphill,Texas,35.76396,-100.150008,,,,FracFocus
McElroy Ranch 132 #3NW,42461392190000,Apache Corporation,Upton,Texas,31.471404,-102.18998,,,,FracFocus
Lynda Neal 2806H,42173363150000,Apache Corporation,Glasscock,Texas,31.947911,-101.451733,,,,FracFocus
Weatherby 1232 10HU,42383384300000,Apache Corporation,Reagan,Texas,31.331281,-101.62093,,,,FracFocus
Chance 24 #1,42227375860000,Apache Corporation,Howard,Texas,32.456493,-101.359832,,,,FracFocus
King 27 #4H,42103363180000,Apache Corporation,Crane,Texas,31.4089,-102.4081,,,,FracFocus
Txl South Unit 3612,42135429850000,Apache Corporation,Ector,Texas,31.834569,-102.70501,,,,FracFocus
Scott Sugg 1213 #4H,42235350760000,Apache Corporation,Irion,Texas,31.2541,-101.0529,,,,FracFocus
Scott Sugg 2726 H13M,42235353680000,Apache Corporation,Irion,Texas,31.252037,-101.07629,,,,FracFocus
Bloomberg #74,42427346770000,Apache Corporation,Starr,Texas,26.380188,-98.528485,,,,FracFocus
Raven 38 #2,42173363080000,Apache Corporation,Glasscock,Texas,31.786954,-101.47597,,,,FracFocus
Lynda Neal 2807H,42173363160000,Apache Corporation,Glasscock,Texas,31.94876,-101.44792,,,,FracFocus
SRH N 1334HM,42383384830000,Apache Corporation,Reagan,Texas,31.463672,-101.48019,,,,FracFocus
Griffin Ranch 22 4H,42227378390000,Apache Corporation,Howard,Texas,32.4689,-101.33183,,,,FracFocus
Robin 8 #103H,42389339850000,Apache Corporation,Reeves,Texas,31.7011,-103.6569,,,,FracFocus
Adams 197-2H,42393325620000,Apache Corporation,Roberts,Texas,35.98301,-100.715141,,,,FracFocus
Augusta Barrow #1418H,42135528600000,Apache Corporation,Ector,Texas,31.98695,-102.38482,,,,FracFocus
Hartley 38 #3,42173339460000,Apache Corporation,Glasscock,Texas,31.8991,-101.51477,,,,FracFocus
Waters 240 #3H,42295340980000,Apache Corporation,Lipscomb,Texas,36.115003,-100.454442,,,,FracFocus
Foster 9 1,42413328990000,Apache Corporation,Schleicher,Texas,30.851364,-100.81493,,,,FracFocus
Waters 240 #4H,42295341010000,Apache Corporation,Lipscomb,Texas,36.115006,-100.440106,,,,FracFocus
McElroy Ranch 117 #28SE,42461392250000,Apache Corporation,Upton,Texas,31.438253,-102.155632,,,,FracFocus
Augusta Barrow #1412,42135425710000,Apache Corporation,Ector,Texas,31.989131,-102.388947,,,,FracFocus
TXL South Unit 3613,42135429860000,Apache Corporation,Ector,Texas,31.83865,-102.70187,,,,FracFocus
Jahnel 72-1H,42211352850000,Apache Corporation,Hemphill,Texas,35.809,-100.061,,,,FracFocus
Sealy Smith B 96H,42495335140000,Apache Corporation,Winkler,Texas,31.72659,-102.96347,,,,FracFocus
Scott Sugg 1213 3H,42235350750000,Apache Corporation,Irion,Texas,31.252928,-101.048563,,,,FracFocus
McGarraugh-Edwards A 8H,42357333500000,Apache Corporation,Ochiltree,Texas,36.072011,-100.885787,,,,FracFocus
Robin 8 #203H,42389339840000,Apache Corporation,Reeves,Texas,31.6986,-103.6561,,,,FracFocus
